"","Symbol","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652879.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652880.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652881.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652882.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652883.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652884.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652885.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652886.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652887.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652888.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652889.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652890.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652891.tabular"
"6369","Cops6",677.99919,646.99974,716.00005,793.99964,948.99981,922.99984,686.99957,684.99963,678.99993,642.00017,727.00025,749.00024,686.9999
"6370","Cops7a",1003.00023,1191.00085,1174.0004,1348.00101,1113.9996,1211.00008,993.0006,999.00033,1103.00045,1174.9998,898.00003,1133.99925,1022.00061
"6371","Cops7b",134.0046460524,175.156639,200.569265,204.03613,180.000484,235.5694,136.00008,136.43844,185.00031467891,154.65513,178.08637,224.014689,226.0453
"6372","Cops8",349.9999,319.99978,365.01708,434.91481,541.99974,519.99967,350.49335,321.999952,336.00032,321.00532,345.19833,387.42171,426.0004681306
"6373","Cops9",369.00048,360.99994,345.9996,465.00044,604.99987,512.9996,334.00049,380.99984,354.00025,389.99988,318.99986,403.99968,322.0004
"6374","Copz1",4732.99897,4466.9974,4660.9975,5054.0013,7435.0027,6554.9965,4800.996,4974.005,4587.9993,4764.99927,5342.9978,6057.0032,5340.9983
"6375","Copz2",0,4,5,7,3,5,1,0,5,3,3,0,0
"6376","Coq10a",411.62088,368.9997559,478.231,361.79289,410.5858,549.57914,513.30268,275.1111,310.46425,248.46452,317.28288,445.98731,367.89422
"6377","Coq10b",848.9999,715.96951,841.00048,661.99974,685.959,600.955,659.96011,601.98292,728.98414,528.97895,647.09656,1068.94494,436.54896
"6378","Coq2",292.00007,349.93093,399.99967,353.88338,353.97909,364.96104,221.00029,293.99973,341.00045,288.91604,283.99993,365.00024,371.0001
"6379","Coq3",97.99995,96,109,122,189.99968,143,89.00003,107,121,117,127.99975,151,129.0005
"6380","Coq4",363.62672,357.0505,506.6838,490.55648,537.5813,619.1199,360.07457,320.1418,358.0118,419.72318,359.12602,470.175,408.9433
"6381","Coq5",358.1392,419.00028,454.49896,558.00402,494.20435,557.07456,346.99965,402,416.00272,438.55568,332.06731,394.8981,433.001344
"6382","Coq6",180.9999752919,219.00009,249.000218673,336.999905,349.00023,322.99977,222.9998,196.0003170909,244.0000592,204.999630053632,220.00021706105,299.9997,267.00033
"6383","Coq7",360.14349,343.99995,390.58159,415.00045,526.99989,536.00012,370.00014,442.11858,345.99954,342.07983,360.11093,496.00018,368.99962
"6384","Coq8a",120.94191,215.32243,217.692020703,298.68101,203.83323,252.18172448,123.63952,79.379147,146.653568,81.603052,119.05420044,153.1024084,199.37613560167
"6385","Coq8b",400.09951,490.08322,406.36664,445.9793,554.77298,450.26012,382.10797,466.44576,301.04614,462.86627,458.74188,469.62814,416.97938
"6386","Coq9",1063.99963,1044.00021,1129.9952,1212.999,1105.99865,1211.99549,989.00024,1074.00006,958.99961,1071.00039074056,877.00019,1218.99802226,1220.99726
"6387","Corin",0,1.00000028606,0,0,0,0,0,0,0,0,0,0,0
"6388","Coro1a",79.99999,61.99999,71.0000214,59.00002,84.99997,53.000028,45.00005,60.99998,111.99998,39.99999,57.00003,90.00004,53.000032
"6389","Coro1b",4603.716330393,3924.63996,4468.99887,6094.00294,6586.65131,6057.26545,4921.02834,5232.08613,3887.73231,5974.45506,4244.442247,4591.99679,5638.9995
"6390","Coro1c",4128.74787,3982.36564,3061.34799,4491.82171,4899.40114,3696.07656,4324.34982,5339.87538,3850.37542,5350.81335,5429.8584000607,3890.22312438,4563.2612
"6391","Coro2a",13275.1967,12471.14502,9315.1898,11566.697597,7597.18997,7594.30932,13469.8223041112,13523.6335008932,7863.9001,10961.50784,9908.57080118277,8253.0359,7613.36643
"6392","Coro2b",3.999999,13,1,2,17.0155,5.00408,12.00739,6.17072,4.25578,4.000003,4.13001,10.52257,14.00648
"6393","Coro6",3,1,0,1.28293,2.00598,3.02111,2,2.41957,0,2.00003,1.0061,4.00003,3
"6394","Coro7",1407.01242,1652.05451,1549.02454,1578.02324,1482.000901,1500.00296,1439.00262,1645.59332,1438.05134,1758.99719,1672.02233,1611.46246,1747.01391
"6395","Cort",0,0,1,0,0,0,0,0,0,0,1,0,0
"6396","Cotl1",1028,1135,1456.99801,1739,1378,993,871,842,1275,1039.00355,786,1225,807
"6397","Cox10",361,413,522,652.99976,536.99978,541.00046,404.9996,347.99984,377,474,296.00023,365.00018,487.9997
"6398","Cox11",200.95841,201.80904,307.96695,273.31795,325.25848,297.7132,240.4244,171.9828,209.0117,253.73183,272.9597,324.4157,244.3459
"6399","Cox14",582.0363,610.02869,640.0872,659.7522,957.5033,898.79375,564.2866,591.57866,680.07147,548.48693,614.7692,812.0593,643.7429
"6400","Cox15",3158.14,3321.15,2598.24937,2462.7,3139.67,3648.80738,3064.13,3613.13,2776.01,2717.39,3459.99145,4038.59143,2604.78454
"6401","Cox16",515.20511,460.28841,627.33674,424.59134,589.69585,565.31919,423.41234,468.41931,456.71667,355.17715196687,445.78848,608.87978,406.16896
"6402","Cox17",622.95052,595.52035,551.28863,610.35922,1000.3157219,838.24395,631.22488,596.99981,551.065932,563.0656,640.64033,690.06971,622.6509
"6403","Cox18",47.99995,65.99995,61.99999,91.99992,84.00009,101.00001,78.00007,50.99998,63.99996,38,65.99993,59.00001,62.00004
"6404","Cox19",440.0001,463.00013,562.00207,546.00096,792.99994,731.99688,529.9996,484.70766,464.00025,456.00218,503.99977,651.00266,569.9999
"6405","Cox20",284.7544,347.3638,331.8278,411.8809,476.5677,452.1906,295.2101,302.2091,344.959,338.125,289.95,321.7301,330.2466
"6406","Cox20b",0,0,0,0,0,0,0,0,0,0,0,0,0
"6407","Cox4i1",7831.21717,7098.9961,7568.36611,7822.45698,11413.8426,10230.26835,7396.22292,7989.88531,7018.67508,7385.99403,7770.49975,9363.98719,7609.73753
"6408","Cox4i2",1.0000000387426,0,1.00000001819,0,1,2.0000000369483,1.0000004786,0,0,0,1.999996557,1.99999543104,1.0000000540706
"6409","Cox5a",4097.95364,4358.9484,5131.8993,5573.9245,6612.8371,6243.87285,4451.9201,4642.9314,4153.919,4829.92053,4268.9466,6541.8013,4551.85769
"6410","Cox5b",5255.59576,5752.60057,5784.5691,6565.59112,9029.77785,8057.5971,5424.78223,5663.82776,5141.00314,6221.22151,5818.58868,6228.09056,5716.33101
"6411","Cox5b-ps",2.39986,2.40265,2.42631,2.40538,1.22394,2.40021,1.21414,1.17618,0,4.77845,2.41377,4.91284,3.65565
"6412","Cox6a1",8703.9958,9413.0006,9313.0002,9959.992,12681.0082,11962.0168,8684.9997,10185.9564,8063.9996,11065.9993,9391.0019,8939.9982,8888.9992
"6413","Cox6a2",2,3,4,2,5,3,3,2,6,2,4,8,6
"6414","Cox6b1",6198.00107,6527.9981,6442.9967,7308.9982,9642.0042,8645.0026,6246.9982,6972.00011,6324.00181,6910.0033,6813.00198,7513.00185,5935.00418
"6415","Cox6b2",36,27.00001,23.99996,35.99998,98.00001,55.00001,29.99996,16.00001,30,31,106.99991,51.99997,48.99989
"6416","Cox6c",4038.265559,3358.65375,3933.2194,4422.69716,5833.851,4694.76899,3848.010375,3977.29983,3656.60743,3921.05259,3829.45213,4572.50746,3478.92052210095
"6417","Cox6c2",0,0,0,1.112,0,1.12501,0,4.39817,0,0,0,0,1.07304
"6418","Cox7a1",1303.0035,1708.0046,1551.001,1361.003,1685.0023,1559.003,1370.001,1952.9974,1566.9956,1656.004,1710.9989,1846.0002,1182.999
"6419","Cox7a2",2797.00241,2630.0004,2994.99612,3409.99476,4881.99738,3723.998,3066.0019,2989.00432,2774.00429,2931.99696,3015.00021,4563.99763,2871.00007
"6420","Cox7a2l",2410.9976,2467.70962,2737.61536,2823.99896,3497.7442,3483.998,2234.59239,2379.71663,2211.00105,2199.0043,2517.0019,2581.0004,2419.00222
"6421","Cox7b",4718.0046,4708.9971,5311.0031,5558.9968,6517.00438,5829.0011,4620.99813,5110.00362,4679.99784,5164.00428,4574.9982,6594.0033,4515.99883
"6422","Cox7b2",0,0,0,0,0,1,0,0,0,0,0,0,0
"6423","Cox7c",3293.3968,2903.3917,2839.3361,3091.7195,4505.0624,3867.7809,3083.6838,3399.0999,3044.162,3004.2014,3004.1311,3999.1077,2858.064
"6424","Cox7c-ps1",2.06547,1.0269,1.03485,2.07147,3.08817,2.07206,1.04207,0,4.11286,3.10869,2.07197,1.05583,1.04695
"6425","Cox8a",7132.0029,7402.0014,7353.9996,8130.9998,10760.9965,8934.9997,6881.9987,7990.9967,6690.9971,8330.0034,8003,7244.9973,6789.0006
"6426","Cox8b",0,0,0,0,0,0,0,0,0,1,0,0,0
"6427","Cox8c",0,0,0,0,0,0,0,0,0,0,0,0,0
"6428","Cp",2,4,3,3,2,9,4.000000137097,1,5.000007,0,2,5.000000104775,2
"6429","Cpa1",0,0,0,0,0,0,0,0,0,0,1,1,2
"6430","Cpa2",0,0,1,1,0,2,2.999997,0,0,1,0,0,0
"6431","Cpa3",2.000002,0,1,2,2,1,1,1,1,0,1,3,0
"6432","Cpa4",0,0,0,0,0,0,0,0,0,0,0,0,0
"6433","Cpa5",0,0,0,0,0,0,0,0,0,0,0,0,0
"6434","Cpa6",12.1072,14.325,12.7524,17.9859,14.8738,27.0766,10.662,8.36033,15.1008,7.03325,20.448,15.4194,31.899
"6435","Cpb1",0,2,0,0,0,0,0,0,0,0,0,1.02293,2.01417
"6436","Cpb2",2,2,4,1,2,7,3,0,2,2,2,3,2.999998
"6437","Cpd",2739.99774,2255,1933.00352,3000,2375,2301,2752.00103,2565,1744,2587.00218,2450,1828.00188,2952
"6438","Cpe",290,295.0001,269.99968,239,267.000000030007,370,282.99979,263.00013,218.00029,208.0002,290.00041,316.00015,279.9997
"6439","Cpeb1",0,0,1,0,2,0,0,1,0,0,0,1,3.000001
"6440","Cpeb1os1",0,0,0,0,0,0,0,0,0,0,0,0,0
"6441","Cpeb2",853.0005,700.9992199,689.9141,871.99946,659.00034042,626.9997368748,730.999273,621.99964,565.9996928361,830.99952,852.98855,749.999663,783.99966
"6442","Cpeb3",227.02311,377.19231,248.13272,173.289722,140.99998,177.99991,220.0000269516,303.00018,240.99956012916,230.27141,295.99986,283.00047,274.0004
"6443","Cpeb4",1846,1695.002,1535,1471,1106,1188.9993,2129,1569,1103.9994,1416,1693.0005,1424,1418
"6444","Cped1",2.999995,30.99995,8,9,8,11.000003,8,14.00004,21.999993,12,10,12.00002,17.000039
"6445","Cphx1",4,3.000002,0,0,1,6,1,0,4,0,2,0,5
"6446","Cplane1",7,20.6919,29.40635,23.856474,12.99822,10.888439,11.990462,16,21.42869,17,16.09012,15.99999,19.060036
"6447","Cplane2",2,6,4,3,6,5,2,4,1,1,4,9.00838,5
"6448","Cplx1",4,11,2.999999,6,2,8,9,4,7,2,3,7,4.000001
"6449","Cplx2",92.6973,61.9965,79.019,56.8931,46.3371,67.2094,59.3953,75.5231,70.0049,67.7401,42.0416,92.9543,87.639
"6450","Cplx3",0,0,1,0,1,1,0,0,0,0,1,1,1
"6451","Cplx4",0,0,1,0,0,0,0,0,0,0,0,0,0
"6452","Cpm",1269.99951,1380.996,1066.582,684.8737,291.9999,772.64622,1357.00028,1240.55248,745.02653,564,705.219,862.54509,813.06438
"6453","Cpn1",120.99968,257.9997,173.00011,63.99999,74.99999,124.99967,89.99995,194.99989,180.9996,97.99998,157.0005,269.0002,135.0001
"6454","Cpn2",18,103,24,91,112,44,47,366,63,292,134,43,167
"6455","Cpne1",383.52556,219.38373,260.1135,237.253779,298.15545,326.05543,285.80913,218.28513,220.62581,251.32456,340.48049,362.16305,330.85076
"6456","Cpne2",915.00015,1104.00012,867.00016,680.99989,613.99966,701.99945,1085.99965,1135.00015,942.00059,852.9996,901.00005,1024.00018,679.00032
"6457","Cpne3",1169.45311,1108.01138,1070.14,1128.32,877.81297,996.29,1068.13,1001.02,1059.98,978.66596,1031.39,1182.77047,1319.60403
"6458","Cpne4",0,0,0,0,0,0,0,0,0,0,0,0,0
"6459","Cpne5",4.423635,11.955181,13.90181,5.10992,8.08347,8.73375,2.36203,5.460989,9.40355,15.469196,8.82775,6.050227,8.96591
"6460","Cpne6",0,0,0,0,0,1,0,0,0,0,0,0,0
"6461","Cpne7",6,7.1523412585,6.12934,7,0,6,7.0162,2.00936,6,0,4.01108,8,6
"6462","Cpne8",5.586,31.7566,34.50834,6.70104,65.77277,48.6812,14.2342,21.97809,13.47348,29.0532,24.7105,20.2093,5.65365
"6463","Cpne9",3.34241,5.48451,4.64117,4.33735,3.179393,6.85937,4.21791,1.69467,4.41755,6.44666,3.47377,5.01264,6.180328
"6464","Cpox",724.72014,1063.07096,837.74277,806.90394,492.86657,690.49513,586.61508,917.44742,763.32313,698.53397,550.83658,913.8543,788.24463
"6465","Cpped1",1839.99934,1920.9999,2153.9975,2140.9978,1626.00024,1989.9986,1780.00092,1771.00437,1964.00405,1734.00265,1621.00344,2107.99644,1875.0018
"6466","Cpq",269.992120164784,251.0002,288.027456,261.0000018702,317.9994644,352.98061,306.0002,296.991962,298.9991,267.00002,209.000099563,268.000088,298.03123
"6467","Cps1",4808,5402,7613,12112,7007,6290,4290,3811,6510,5052,4713,5598,7385
"6468","Cpsf1",456.99998,619.9998929,569.99929,705.99983,477.000113173872,551.99949,443.000202725891,639.999596683,553.99999,652.999802,491.99964,574.00004,715.00037246892
"6469","Cpsf2",394,389,403,591.213,413,389,372,316,414,368.209,329,406,416
"6470","Cpsf3",401.99977,477.00006,461.99968,607.99991,498.00883,581.9999,422.00084,424.99951,486.00008,440.0011,417.99971,518.00042,582.99967
"6471","Cpsf4",267.0005,270.0004,276.99995,270.00046,326.0002,344.99966,286.99958,242.9997,208.99963,223.99958,279.00053,338.9999,295.00004
"6472","Cpsf4l",2,5.00001,4,2,6,5,0,3,4,2,5,3,2
"6473","Cpsf6",520.99979,651.99946,582.16534,687.00189,544.9992,554.00138,498.9997,483.00843,555.0186,451.99994,542,717.01417,611.9999
"6474","Cpsf7",979.84858,935.66855,1005.91811,829.91265,967.98623,1049.94208,959.9759,850.5732,871.69818,800.96772,1067.79364,1159.70432,1237.66474
"6475","Cpt1a",1731.6888,2075.84509,2518.83911,2572.2622,1575.05664,1589.5834,1661.29868,1488.2703,2064.86258,2036.59451,1594.63797,2059.69766,1866.85221
"6476","Cpt1b",277.99951,240.285907,238.25615,133.88172,333.9996,281.463,265.23,128.67319,158.36339,142.028,341.77917,332.32818,254.9449
"6477","Cpt1c",3.000003,2.01594,6,6.000000967,2.83676,2.00147,5.19052,5.68302,0,1.05649,9.12829,4,9.39641
"6478","Cpt2",1718.004,2292.9961964,2585.0021,2166.0017154328,2403.00129,2351.0021,1672.995,2055.9963,2465.00103,2417.99681,2188.00465,2794.99616,2278.00119
"6479","Cptp",628,893.999759032,649.000336656,825.99983,827,753,539.99966,941,683,857,678,689,731
"6480","Cpvl",13,16,10.0000000445613,5,9,13.99996,13,20.99997,10,15,16.000000118423,11,12
"6481","Cpxcr1",0,0,0,0,0,0,0,0,0,0,0,0,0
"6482","Cpxm1",0,0,0,0,3.000003,1,0,0,1,0,0,0,0
"6483","Cpxm2",0,0,0,0,0,0,1,0,0,0,0,0,1
"6484","Cpz",0,0,0,0,0,0,0,0,0,0,0,0,0
"6485","Cr1l",1322.17373,1098.29315,1122.49272,1402.61097,1536.22967,1300.39582,1355.07743,1384.33794,979.6076,1298.90876,1174.02435,1105.97552,1337.47156
"6486","Cr2",1,1.999999,1,1,3,2,2,1,0,6.000004,5.000003,0,3.000002
"6487","Crabp1",0,0,0,0,0,0,0,0,0,0,0,0,0
"6488","Crabp2",2,1,0,0,1,0,0,1,1,2,1,0,1
"6489","Cracd",3376.99533,6461.00015,4924.9934,4732.0033,3144.00033,4013.0017,3874.23132,6115.99797,5758.00086,7676.134315,5857.51207,6206.147776,7168.99695
"6490","Cracdl",933.0004,775.00078,741,679.99981,507.00001,677,1080.99937,458,397,423,504,379.00057,514.00001
"6491","Cracr2a",176.928,202.99969,214,186.00093,112,175.676,159.885,108.025,186,99.3224,172.862,261.954,204.23438
"6492","Cracr2b",83.46389508,54.766373,68.648872,104.44973,97.35471,116.890913,77.29927,54.771408,62.90305,61.4256,58.55047098184,79.8979330157732,85.52731
"6493","Cradd",106.02005,112.99995,114.03738,131.7458,148,174.9996428878,123.999991,132.00001591462,105.0677,110.63167,103.9999875133,139.02671,155.08147
"6494","Cramp1",570.94441,497.022,446.151,439.063,300.031,348.4724,460.028,447.138,351.0445,365.94958,467.014,461.28,515.53
"6495","Crat",3491.61143,5933.83142,4808.99978,3234.99747,3094.91407012317,4182.90789,3441.93637,4776.00287,5214.93571,4462.99876,4828.27125,7423.70783,4400.99878
"6496","Crb1",2.01449,3.2239,4.45052,0,0,3.01991,3,0,2,0,3.00652,6.01265,6.29762
"6497","Crb1-ps",0,3.81391,2.39706,4.35879,7.76576,6.54694,4.11725,2.39594,3.05137,2.36362,5.30457,8.5106,4.88653
"6498","Crb2",0,3,4,0,1,0,0,0,2,0,0,1,0
"6499","Crb3",1528.9997,1509.99973,1541.9961,1801.00401,2256.997,1729.99548,1459.9998,1498.003967063,1261.0003,1619.9956,1570.99926,1465.0033,1504.99925
"6500","Crbn",650.58999,624.25404,584.37854,534.1472,596.58354,569.64891,683.39685,661.30015,555.55459,560.21745,662.30173,719.57427,716.12713
"6501","Crcp",206.99994,241.99994,190.99972,221.00003,266.99992,248.00003,217,194.00001,186.99971,200,197.99984,268.00027,211.00019
"6502","Crct1",0,0,0,0,0,0,0,0,0,0,0,0,0
"6503","Creb1",610.96182,666.99992,577.00038,586.99997,531.99992,657.00149,595.00004,579.00829,512.00005,517.00042,680.00225,705.0024216,665.99975
"6504","Creb3",867.86472,681.8829,769.96997,911.97486,1373.0001,924.9532,834.86666,779.93659,665.00014,932.99992,801.88619,940.00048,914.90819
"6505","Creb3l1",139,198,230,407,210,223,154,136,201,246,101,191,177
"6506","Creb3l2",3871.9875,3548.9774,3849.9053,2246.93442,2300.61855,2432.93831,3815.9838,3053.94615,2591.94214,2449.94187,3299.8812,3423.9472,3291.94
"6507","Creb3l3",15202.046,11975.98169,13536.977,10005.004,13061.985,12359.953,14187.961,12641.997,9473.999,10827.991,13676.954,16246.033,10094.999
"6508","Creb3l4",61.00001,61.00003,90,83,73.00005,105,59,40,79,56,62,93,77
"6509","Creb5",4,3,6.07814,6.04321,3,6,3,2,6.00035,4,2,10.54027,5
"6510","Crebbp",1048.00231,1175.0004,864.43217,778.00636,682.005474,903.18736,982.07029,1098.01543,756.02155,867.20671,914.96485,880.0332,1014.00104
"6511","Crebl2",422.85353,359.00062,424.00497,343.99971,422.13662,418.00105,404.99989,352.00029,300.99969,328.00085,468.002,394.70037,452.00045
"6512","Crebrf",1160.95,825.93194,685.99987,386.99994,754.97248,582.896,1159.99909,962.9586,650.98838,475.92967,1435.9766,784.91367,802.00005
"6513","Crebzf",276.99982,294.0001,376.99992113,515.00003,454.00058,439.99961,307.00051,270.9999663,371.00027,366.99947,347.00001,542.99958,509.99963
"6514","Creg1",473.9998,573,478.0001,509.99981,398.9999,568.9996,396.9996,410.9996,390,362.9996,385.9996,524.99955,488.0003
"6515","Creg2",1.00821,1.00909,0,0,5,0,0,0,1.01093,2.02048,1.00891,1.03645,2.02979
"6516","Creld1",39.99998,54.99998,60.00003,45.99998,66.00005,42.999972,31.9999934,36.9999533,37.000042,43.000053,38.00004,34.999974,39.999958
"6517","Creld2",242,279,338,377,545,416,281,262,290,342,333,362,338
"6518","Crem",79.2348900156163,87.954172038656,79.4481290743,62.8014517220913,64.0000374493,92.7938500547575,69.66522489,65.18998021089,64.84966957,48.999993,77.999954,109.906101892,82.9999527696
"6519","Crh",0,0,0,0,0,0,0,0,0,0,0,0,0
"6520","Crhbp",0,0,0,0,0,0,1,1,0,0,0,0,1
"6521","Crhr1",0,0,0,0,0,0,0,0,0,0,0,0,0
"6522","Crhr2",0,0,1,0,0,0,0,0,0,0,1,0.9999995201,1.00000032522
"6523","Crim1",943.00016,1016.00425,753.00037,692.99969,769,736,843.99959,1031.0022,828.99508,824.99973,878.00032,1061,1060.00231
"6524","Crip1",21040.0056,18518.9863,21654.96331,16618.9523,27030.98623,25023.0238,21516.9768,20053.9768,16532.0248,17505.9628,24482.0159,27121.9773,17690.9688
"6525","Crip2",3,4,3,3,5,8,6,1,5,2,3.000003,6.99999,4
"6526","Crip3",0,0,0,0,0,0,0,0,0,0,0,0,0
"6527","Cript",2004.00222,1705.138923,1670.12278,1383.9973,1806,1974.63322,1901,1700.9954,1341,1288,1538.28898,1666,1181.00213
"6528","Crisp1",0,0,0,0,0,0,0,0,0,0,0,0,0
"6529","Crisp2",3.000002,1,3,2.000002,4,9,2.9999954,1,3.000001,2.000001,3.000002,6.999999,3.000005
"6530","Crisp3",0,0,0,0,0,0,0,0,0,0,1,0,1
"6531","Crisp4",0,0,0,0,0,0,0,0,0,0,0,0,0
"6532","Crispld1",0,0,1.02031,0,0,0,0,0,0,1,1,0,1
"6533","Crispld2",1,0,0,0,0,0,0,3,1.0000000166339,0,0,0,0
"6534","Crk",1894.99599,1964.9959,1881.006,2478.99842,2214.99829,1888.99707,1789.9986,1706.0018,1588.9938,1841.0041,1803.82609,2068.9155,1834.1416
"6535","Crkl",982.99998,1047.9994,1045,956.00028,755,822.99993,995.99953,886.99952,751,787,1020.00135,998.99984,906.9998
"6536","Crlf1",1,0,3.000001,2.999998,1.999998,2.000002,0,2,0,1,2,1.999999,2
"6537","Crlf2",45.99997,49.00003,46.00001,79.99996,111,74.00005,66.00004,59,53.99995,83.00003,47.99999,51.00004,62.99995
"6538","Crlf3",357.81599,551.24693,328.70159,338.43953,343.9684,346.63205,366.23361,536.34523,450.5523,467.43396,566.88882,502.19708,440.95411
"6539","Crls1",310.99962,282.99979,307.99963,449.99941,491.00038,463.00022,290.0004,290.00018,316.00039,344,284.99958,332.99978,356.99955
"6540","Crmp1",4,10,8,6,3,9.999997,1.999997,4.999996,9,6,6.000002,16.00001,7
"6541","Crnde",0,1,0,0,0,0,0,0,0,0,1,0,0
"6542","Crnkl1",320,271.00026,285,291.00005,391,355.00042,311,313.9999,274,270,305.00002,351.99991,320.99971
"6543","Crnn",0,0,0,0,0,0,0,0,0,0,0,0,0
"6544","Crocc",10.00000295567,20.00001118,28.0000009,29.99999,23.00004271,27.00004997,4.00000144,8.99999688,9.999999802,11.99999796,13,23.9999876,21.999975
"6545","Crocc2",0,0,1,1,1,0,0,0,0,0,3,0,1
"6546","Crot",3191.1696,3100.0758,3392.5949,2671.3243,3976.807,3279.6366,2845.1774,3181.4862,2684.399,2838.7156,4258.3966,3837.3353,3238.7745
"6547","Crp",11.1392,8.01518,8,7.10751,1.04794,4.77035,5.75435,6.0834,12.1151,5.00771,4.47507,8.04152,5.26778
"6548","Crppa",68.9790055,51.22843,63.6392110491,68.99996,71.00002,71.11286,65.00001,61.505038,46.999982,55.06966,48.81049,65.73633,76.88631
"6549","Crry-ps",0,0,1.11047,0,0,1.13601,1.10965,0,0,0,0,0,0
"6550","Crs-ps",0,0,0,0,0,0,0,0,0,0,0,0,0
"6551","Crtac1",0,0,0,0,0,0,1,0,1,0,0,0,0
"6552","Crtam",12,7.00000151037,2.999995548,5.00000285037,5,4,4,2.000000555971,7.00000161244,4,4.0000010975,11.000002305,1
"6553","Crtap",3.000001,11,5.000001,13,4,6,2,2,9,5,5,4,6
"6554","Crtc1",131.9996,155.00033,151.00298,206.0004,132.00025,177.00016,130.00038,140.99969,162.99966,167.99985,119.00257,169.0005,216.99991
"6555","Crtc2",484.9997125,584.99909,577.89037,457.34577,395.03453,458.25937,489.71119,496.220135,439.02514,461.16469,515.20352,548.44141,498.14841
"6556","Crtc3",241.53802,276.36483,280.8602,277.00338,188.8043,261.1591,218.18237,214.664763,204.17371,222.68576,219.9378,274.3271,231.61467
"6557","Crx",2.00168,5.12161,1.00953,1,3.0867,0,1.0000000668135,2.69585,1.00163,1.00128,3.03578,0,5.08517
"6558","Crxos",0,0,0,0,0,0,0,0,0,0,0,0,0
"6559","Cry1",276,285,332,374,286,290,236,239,250,271,275,453,217.99983
"6560","Cry2",478.9771,247.52374,299.41792,169.0006,204.00048,166.9999,602.6621,226.31968,165.00018,97.29277,318.85051,229.00136,140.46861
"6561","Cryaa",0,0,0,0,0,0,0,0,0,0,0.99999958111,0,0
"6562","Cryab",0,0,0,1,0,5,1,1,0,0,0,1,0
"6563","Cryba1",2,0,0,2,2.00956,5,3,4,2,0,11.0124,4,12
"6564","Cryba2",2,2,4,4,5,9,4,4,2,0,8.8628,3,5
"6565","Cryba4",0,0,0,2,1,1,1,0,0,0,0,0,2
"6566","Crybb1",0,0,2,1,0,2,4,0,2,0,0,0,0
"6567","Crybb2",0,0,1,0,0,0,1,1,0,0,3,0,0
"6568","Crybb3",30.00002,140.99996,40.99998,36.00009,115.99995,100.00001,77.036135254,98.9999,30.99999,65.99997,342.000091,72.99997,81.99998
"6569","Crybg1",1240.0049,779.92,840.9995,1252.00277051924,987.000000720284,726.9463,1310.82552113,856.969000110645,787.0003,1163.0003,751.74440001,658.3025,1065.9991
"6570","Crybg2",2509.47279,2014.01402,2746.98967,2699.35965527379,1915.1721319,2094.1098,2939.15198,1634.65511,1369.09796,2044.41961,1684.06909,1732.06165,1582.62369
"6571","Crybg3",66.5012,58.859354,70.97047,130.9935,62.61406,61.5765541,54.22789,56.2993568,56.341975,100.4121,68.4153,51.36362,90.7384
"6572","Cryga",0,0,0,0,0,0,0,0,0,0,0,0,0
"6573","Crygb",0,0,0,0,0,0,0,0,0,0,0,0,0
"6574","Crygc",0,0,0,0,0,0,0,0,0,0,0,0,0
"6575","Crygd",0,0,0,0,0,0,0,0,0,0,0,0,0
"6576","Cryge",0,0,0,0,0,0,0,0,0,0,0,0,0
"6577","Crygf",0,0,0,0,0,0,0,0,0,0,0,0,0
"6578","Crygn",10,9.999997,3,7,5.000003,5,3,4,4,5,7.000004,2.999996,7
"6579","Crygs",0,0,0,0,0,0,0,0,0,0,0,0,0
"6580","Cryl1",3950.99694,5087.0005,3808.99731,2848.00306,4212.00144,4069.99681,4019.00335,5907.9958,3916.9963,4543.9979,5283.0025,4837.9999,4408.9972
"6581","Crym",190.00041,143.00019,195.00027,148.99991,151.0002,208.9997,174,144,148.00003,115.00046,126.00001,230.00033,144.00046
"6582","Cryz",23.999968,18.642332,26.99996,4.173264,7.462483,45.87393,21.000026,11.79018,16.00003,4.066214,8.000001,46.00001,9.3379
"6583","Cryzl1",456.19258,375.16222,471.47616,512.148693,579.59971,539.24878,481.00907,446.00024,449.25277,433.00047,455.0974,655.05836,536.41329
